dv_requested_item,category_item,segment_,mrc_description_entity_,legal_entity_description_entity_,goc___coe_dri_approval_,location_,do_you_require_a_server_within_dmz_ice_environment_,quantity_of_application_servers_,quantity_of_databases_,request_type_,app_upgrade_,what_is_your_application_name_,database_version_,database_size_,additional_database_space_,non_standard_settings_,db_request_type_,db_size_,db_server_type_,db_server_count_,additional_instructions_,character_set,national_character_set,block_size__kb_,select_required_collation_settings,do_you_need_a_replicated_copy_of_database_,additional_information,os_version,db_blueprint,edition,db_patch_level,source_order_guide,dv_category,dv_subcategory,dv_u_used_for,dv_u_status_reason,dv_u_criticality,dv_u_application_lifecycle,dv_u_type,dv_u_primary_sector,dv_u_coe,dv_u_primary_product_line,dv_u_ci_regions,dv_u_number_of_users,dv_u_externally_hosted,dv_u_owning_company,dv_u_sox,dv_u_pci,dv_u_gxp,dv_u_gxp_part11_annex11,dv_u_legal_hold,dv_u_samd,dv_u_privacy_classification,dv_u_data_classification,dv_u_darm,dv_u_dr_enabled
RITM000014004449,SDDC database 1,Consumer Medical Devices,Vistakon USA,"JOHNSON & JOHNSON VISION CARE, INC.",Consumer medical tech (CMT),NA enterprise data center,No,0,2,Organic Growth,NULL,JJVC QLIKVIEW PROD,SQL 2014 Standard Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Consumer,N/A,CMD R&D,NA,100-999,false,Vistakon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012940475,SDDC database 1,Global Technology Services,J&J Consumer Products USA,JOHNSON & JOHNSON CONSUMER,Consumer,NA enterprise data center,No,0,1,SDDC factory migration,No,CONNECT - STAGE,Oracle 11g Enterprise Edition,Small,80,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Staging,Transformed,Critical,Core Rising,Server,Consumer,GPIQ-R&D,R&D,"NA, EMEA, ASPAC","1,000-9,999",false,J&J Consumer Prod US,false,false,true,false,false,false,NULL,NULL,false,false
RITM000012939801,SDDC database 1,Consumer,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,ASPAC enterprise data center,No,0,1,Base business,NULL,SYSTEM CENTER OPERATIONS MANAGER,SQL 2012 Enterprise Edition,Large,400,This will be the RDW SQL server for the new JNJLINUXAP SCOM system to monitor all LINUX server in ASPAC,Standard,Large,Windows,1,One SQL Server 2012 SP3 EE needed on SDDC Singapore.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Vital,Maintain,Server,Corporate,ITSS Ops,None Assigned,"NA, LATAM, EMEA, ASPAC","75,000+",false,ITS - Global,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013407716,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES,",GTS,NA enterprise data center,No,0,1,New Application,NULL,CLOUDDBAAS,SQL 2008 Standard Edition,Medium,200,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Test,NULL,Non-Critical,NULL,Platform,Corporate,GTS,None Assigned,NA,NULL,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013419820,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,Yes,QVIS,Oracle 12c Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Pharma,JSC Make,Supply Chain,EMEA,1-99,false,Janssen Biologics Europe,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013624891,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",GTS,ASPAC enterprise data center,No,0,1,Organic Growth,NULL,ITIS DATABASE PLATFORM TESTING - CRASH AND BURN - PLATFORMS,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP850_CI_AI,No,"A SMALL VM required with MSSQL 2012 Standard Edition and Collation = ""SQL_Latin1_General_CP850_CI_AI""",NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Test,NULL,Non-Critical,NULL,Platform,Corporate,GTS,None Assigned,GLOBAL,NULL,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013765448,SDDC database 1,Medical Devices,Biosense Webster USA,"BIOSENSE WEBSTER, INC.",Medical devices,NA enterprise data center,No,1,1,New Application,NULL,ONEMD SERVICE & REPAIR - WEBMETHOD INTEGRATION QA,Oracle 11g Enterprise Edition,Small,100 GB,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,Transformed,Vital,Maintain,Middleware,Medical Devices,NA,SFE,GLOBAL,100-999,false,Biosense Webster USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013182061,SDDC database 1,Global Technology Services,J&J HCS USA,"JOHNSON & JOHNSON GATEWAY, LLC",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC factory migration,No,HCS MDM-TRILLIUM DIRECTOR-DEV,Oracle 11g Enterprise Edition,Large,200,"Non DBaaS
CHAR Set: AL32UTF8
NCHAR Set requirements: AL16UTF16
DB Block Size Reequirements: 16384",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,BCA,Maintain,Server,Medical Devices,SC Deliver,Supply Chain,NA,1-99,false,J&J HCS USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013045989,SDDC database 1,Global Technology Services,Janssen Pharmaceuticals,P205 ORTHO-MCNEIL FINANCE CO.,Pharma,NA enterprise data center,No,0,1,SDDC factory migration,No,JCDATAMART-PROD (JANCA),Oracle 11g Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Server,Pharma,Comm NA,Data Management,NA,1-99,false,Janssen Pharmaceuticals,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014329743,SDDC database 1,Janssen,J&J World Headquarters,W120 J&J MEDICAL DEVICES & DIAGNOSTICS GROUP-LATIN,Medical devices,NA enterprise data center,No,1,1,New Application,NULL,ADM 21 ERP DOMINICAN REPUBLIC - DEV,SQL 2012 Standard Edition,Small,1000,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,Tihs database will be a staging SQL database to be used in the data archiving of the data from the application to INFORMATICA IML TOOL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,Core,Server,Medical Devices,SC Deliver,Supply Chain,LATAM,1-99,false,JJ Med Car - PR,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013042848,SDDC database 1,Global Technology Services,Janssen R&D BE,JANSSEN PHARMACEUTICA NV,Pharma,EMEA enterprise data center,No,0,1,SDDC factory migration,No,RSTS - RENEWAL SUBMISSION TRACKING SYSTEM - STG,Oracle 11g Enterprise Edition,Small,150,"Server Size: Small - 
Character Set: WE8MSWIN1252
Block Size: 8K  
Full Backup Size : 150GB 
Duration: 3 hrs",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Staging,NULL,Non-Critical,Maintain,Server,Pharma,R&D Development Other,R&D Regulatory Execution & Delivery,GLOBAL,1-99,false,Janssen R&D BE,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013027864,SDDC database 1,Global Technology Services,J&J Medical Singapore,JOHNSON & JOHNSON PTE. LTD.,Supply chain (including HCS),ASPAC enterprise data center,No,0,1,SDDC factory migration,Yes,MYSHELF - [DEV],Oracle 11g Enterprise Edition,Medium,0,NULL,Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Vital,NULL,Website,Medical Devices,SC Plan,Supply Chain,ASPAC,1-99,false,J&J Medical Singapor,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012536205,SDDC database 1,NULL,NULL,NULL,GTS,NA enterprise data center,NULL,NULL,NULL,NULL,NULL,NULL,SQL 2012 Standard Edition,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000013518288,SDDC database 1,Janssen,Janssen China,XIAN-JANSSEN PHARMACEUTICAL LTD.,Pharma,ASPAC enterprise data center,No,1,1,New Application,NULL,JANCN_CDMS_PROD,SQL 2012 Standard Edition,Large,500,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Vital,Core Rising,Server,Pharma,Comm ASPAC,NULL,ASPAC,"1,000-9,999",false,Janssen China,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013251696,SDDC database 1,Global Technology Services,Synthes US,SYNTHES INC,Medical devices,NA - ASHBURN (Colocation),No,0,1,SDDC factory migration,Yes,MEDIABIN-QA,SQL 2012 Enterprise Edition,Small,50,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Maintain,Server,Medical Devices,NA,Marketing,NA,1-99,false,Synthes US,false,false,true,true,false,false,NULL,NULL,false,false
RITM000012888724,SDDC database 1,Infrastructure Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,GTS,EMEA enterprise data center,No,0,1,SDDC factory migration,No,DOOGLE-DVL,Oracle 11g Enterprise Edition,Small,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Decommission Pending,Non-Critical,NULL,Platform,Corporate,ITSS,None Assigned,EMEA,100-999,false,TIME,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014263248,SDDC database 1,DePuy Synthes,Johnson & Johnson MEDICAL GmbH,JOHNSON & JOHNSON MEDICAL GMBH,Medical devices,EMEA enterprise data center,No,1,1,New Application,NULL,MD ENTERPRISE LIMS EMEA-STG,Oracle 12c Enterprise Edition,Medium,250 GB,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,"This server needs the same specification (CPU / RAM / Drivespace) as ITSUSRALSP03928
The database need the same schema as Database MRAQ0239. 
",NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Staging,NULL,Vital,Core Rising,Server,Medical Devices,SC Make,Supply Chain,"EMEA, ASPAC",100-999,false,Johnson & Johnson MEDICAL,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014355173,SDDC database 1,Janssen,Janssen R&D US,"JANSSEN R&D, LLC",Pharma,EMEA enterprise data center,No,1,1,New Application,NULL,PARTICLE DB DEV,Oracle 12c Enterprise Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Server,Pharma,R&D Development PDMS,R&D PDMS,EMEA,NULL,false,Janssen R&D BE,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012768792,SDDC database 1,Consumer,J&J Consumer India,JOHNSON & JOHNSON LIMITED,Consumer,ASPAC enterprise data center,No,2,1,New application,NULL,BMNT-CB-PROD,SQL 2012 Standard Edition,Small,NULL,NULL,Standard,Small,Windows,1,"SIMILAR TO...
APP000010022916
BMNT-CB-PROD

PRODUCTION
SQL SERVER
SQL 2012 SP2
STANDARD
YES


WINDOWS 2012 R2
YES
ASPAC - SINGAPORE
VIRTUAL
SMALL
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Maintain,Server,Consumer,SC Quality,Supply Chain,ASPAC,1-99,false,J&J Consumer India,false,false,true,false,false,false,NULL,NULL,false,false
RITM000012551223,SDDC database 1,NULL,NULL,NULL,Pharma,EMEA enterprise data center,NULL,0,NULL,New application,NULL,CLAMS - QA,Oracle 12c Enterprise Edition,NULL,NULL,NULL,Standard,NULL,NULL,1,Please provide a small size dev database of oracle 12c in EMEA region,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RITM000013102311,SDDC database 1,Global Technology Services,J&J World Headquarters,W125 JOHNSON & JOHNSON,Corporate (ETCS),EMEA enterprise data center,No,1,1,Base business,NULL,TRIPWIRE-ITS,SQL 2012 Enterprise Edition,Medium,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Core,Server,Corporate,GTS,IT-for-IT,GLOBAL,1-99,false,ITS - Global,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013466243,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA - HEMEL HEMPSTEAD (Colocation),No,0,1,SDDC Factory Migration,Yes,DATAMART-MCNEIL-HELSINGBORG-PROD,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Vital,Core,Server,Consumer,SC Make,Supply Chain,EMEA,100-999,false,Manufacturing Helsingborg,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013784412,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",GTS,NA enterprise data center,No,1,1,New Application,NULL,COMPLETEVIEW,SQL 2014 Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Corporate,GTS,None Assigned,GLOBAL,NULL,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013080319,SDDC database 1,DePuy Synthes,DePuy Orthopae Joint USA,"DEPUY SYNTHES SALES, INC.",Supply chain (including HCS),NA enterprise data center,No,1,1,New application,NULL,AIMS - PROD,SQL 2012 Standard Edition,Medium,500,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Rising,Server,Medical Devices,SC Deliver,Supply Chain,NA,1-99,false,DePuy Orthopaedics US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013956350,SDDC database 1,Medical Devices,DePuy Orthopaedics US,"DEPUY ORTHOPAEDICS, INC.",Medical devices,NA enterprise data center,No,1,1,New Application,NULL,BWI EVIDENCE PORTAL-QA,SQL 2014 Standard Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,NULL,Website,Medical Devices,NA,R&D,GLOBAL,1-99,false,Biosense Webster USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013228750,SDDC database 1,Global Technology Services,J&J World Headquarters,W105 ALBANY STREET LLC,Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC factory migration,No,GCSMS-APP-DEV,Oracle 11g Enterprise Edition,Large,0,"CHAR Set: AL32UTF8 
NCHAR Set requirements: AL16UTF16 
DB Block Size Requirements: 8192",Custom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,Transformed,Vital,Maintain,Server,Medical Devices,SC Quality,Supply Chain,GLOBAL,100-999,false,Adv Steril Prod,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014177585,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,No,JDE DEPUY EMEA - ENTERPRISE SERVER - QA,Oracle 11g Enterprise Edition on RHEL 6.8,Small,1200,NULL,Standard,NULL,NULL,NULL,NULL,WE8ISO8859P1,AL16UTF16,8,NULL,No,"/u02/oradata01 -------- 100G
/u02/oradata02 -------- 100G
/u02/oradata03 -------- 600G
/u02/oradata04 -------- 600G",NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,Transformed,BCA,Maintain,Server,Medical Devices,SC Make,Supply Chain,EMEA,1-99,false,MD&D Global IT CoE,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012898546,SDDC database 1,Corporate,APSC Singapore,JOHNSON & JOHNSON PTE. LTD.,GTS,ASPAC enterprise data center,No,0,1,Base business,NULL,WEBMETHODS ASPAC SHARED CNS DEV PLATFORM,Oracle 12c Enterprise Edition,Medium,NULL,NULL,Standard,Medium,Linux,1,Web Method Database.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Platform,Corporate,GTS,None Assigned,ASPAC,100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013797498,SDDC database 1,Global Technology Services,Janssen R&D BE,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),NA - ASHBURN (Colocation),No,0,1,SDDC Factory Migration,No,TRAINR-DEV,Oracle 11g Enterprise Edition,Large,300,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Platform,Consumer,SC Quality,Supply Chain,GLOBAL,"1,000-9,999",false,Lifescan Scotland,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013439288,SDDC database 1,Global Technology Services,Cilag CH-Schaff Operation,CILAG ADVANCED TECHNOLOGIES GMBH,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,Yes,MANUFACTURING EXECUTION SERVICE-EBR PLUS,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Maintain,Server,Pharma,JSC Make,Supply Chain,EMEA,1-99,false,Cilag CH-Schaff Oper,false,false,true,false,false,false,NULL,NULL,false,false
RITM000014188193,SDDC database 1,Global Technology Services,J&J World Headquarters,"W130 JOHNSON & JOHNSON SERVICES, INC.",GTS,NA enterprise data center,No,0,1,New Application,NULL,POSTGRESQL-PROD,Postgres 9.5 Standard Edition,Small,The Server required aroubd 500 GB of Diskspace,NULL,Custom,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,Please use the attached TMP-8266 Check list to build the Server.,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Platform,Corporate,GTS,None Assigned,GLOBAL,N/A,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000012620611,SDDC database 1,Pharma,Janssen Pharmaceuticals,NULL,NULL,NA enterprise data center,No,1,1,Base business,NULL,WEBMETHODS NA DPYLFS DEV PLATFORM,Oracle 11g Enterprise Edition,Small,NULL,NULL,Custom,Small,Linux,11,Not Required,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Platform,Corporate,GTS,None Assigned,NA,100-999,false,JJ World Headqtrs US,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013264225,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,0,1,SDDC Factory Migration,No,SST-DEV-VDR,SQL 2012 Standard Edition,Small,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Development,NULL,Non-Critical,NULL,Server,Consumer,SC Make,Supply Chain,EMEA,1-99,false,Val de Reuil France Mgf,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013392977,SDDC database 1,Global Technology Services,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Pharma,EMEA enterprise data center,No,0,1,SDDC Factory Migration,No,PIRLAB,Oracle 11g Enterprise Edition,Medium,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Website,Pharma,R&D Research Discovery Sciences,R&D Lab Data Generation & Lab Innovation,EMEA,100-999,false,Janssen R&D BE,false,false,false,false,false,false,NULL,NULL,false,false
RITM000014207031,SDDC database 1,Consumer Medical Devices,Vistakon USA,"JOHNSON & JOHNSON VISION CARE, INC.",Consumer medical tech (CMT),NA enterprise data center,No,1,1,Organic Growth,NULL,JJVC R&D EQUIPMENT INVENTORY MANAGER PROD,SQL 2014 Standard Edition,Small,100,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,NULL,Server,Consumer,N/A,CMD R&D,NA,100-999,false,Vistakon USA,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013152716,SDDC database 1,Enterprise Supply Chain,J&J HCS USA,JOHNSON & JOHNSON HEALTH CARE,Medical devices,NA enterprise data center,No,0,1,New application,NULL,WEBMETHODS NA CCI PRODUCTION PLATFORM,Oracle 12c Enterprise Edition,Medium,80 GB,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Critical,Maintain,Platform,Corporate,GTS,None Assigned,NA,100-999,false,JJ World Headqtrs US,false,false,true,false,false,false,NULL,NULL,false,false
RITM000013108959,SDDC database 1,Global Technology Services,J&J HCS USA,"JOHNSON & JOHNSON GATEWAY, LLC",Supply chain (including HCS),NA enterprise data center,No,0,1,SDDC factory migration,Yes,CMMS MAXIMO ENTERPRISE - TEST,Oracle 11g Enterprise Edition,Medium,50,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Test,NULL,Non-Critical,Maintain,Server,Medical Devices,SC Make,Supply Chain,GLOBAL,1-99,false,J&J HCS USA,false,false,true,false,false,false,NULL,NULL,false,false
RITM000012899751,SDDC database 1,Infrastructure Services,J&J Medical Singapore,JOHNSON & JOHNSON PTE. LTD.,Medical devices,ASPAC enterprise data center,No,0,1,SDDC factory migration,No,APTRACK BPM - WEBMETHODS,Oracle 11g Enterprise Edition,Medium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Vital,NULL,Server,Medical Devices,ASPAC,SFE,ASPAC,100-999,false,J&J Medical India,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013448937,SDDC database 1,Global Technology Services,"Ethicon, LLC",P510 ETHICON LLC,Medical devices,NA enterprise data center,No,0,1,SDDC Factory Migration,No,COGNOS - ETHICON - VERSION 8,Oracle 11g Enterprise Edition,Large,0,NULL,Standard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,Maintain,Server,Medical Devices,NA,D&A,"NA, EMEA",100-999,false,Ethicon LLC,false,false,false,false,false,false,Personal Data Type 1,NULL,false,false
RITM000012920617,SDDC database 1,Janssen,Janssen Belgium,JANSSEN PHARMACEUTICA NV,Supply chain (including HCS),EMEA enterprise data center,No,1,1,New application,NULL,(PPIL BEES) BIOMETRIC ENABLED ELECTRONIC SIGNATURE - QA,SQL 2012 Standard Edition,Small,500,NULL,Standard,Small,Windows,1,na,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,QA,NULL,Non-Critical,Core Rising,Server,Pharma,JSC Make,Supply Chain,EMEA,100-999,false,Janssen Belgium,false,false,false,false,false,false,NULL,NULL,false,false
RITM000013721567,SDDC database 1,Global Technology Services,J&J World Headquarters,W105 ALBANY STREET LLC,Corporate (ETCS),NA enterprise data center,No,0,1,SDDC Factory Migration,No,GDI HUB PROD,Oracle 11g Enterprise Edition,Large,500,NULL,Standard,NULL,NULL,NULL,NULL,AL32UTF8,AL16UTF16,8,NULL,No,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,Transformed,Non-Critical,NULL,Server,Corporate,ITHR,Data & Analytics,GLOBAL,1-99,false,JJ World Headqtrs US,false,false,false,false,true,false,Personal Data Type 1,NULL,false,false
RITM000012580818,SDDC database 1,NULL,J&J Mexico,"JOHNSON & JOHNSON, S.A. DE C.V.",NULL,NA enterprise data center,No,2,2,New application,NULL,INVENTORY&SELLOUTTRANSFORMATION,SQL 2012 Enterprise Edition,Large,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Provision a hosting platform or database,Service,Application,Production,NULL,Non-Critical,Maintain,Server,Consumer,Sales,Sales & Customer Development,LATAM,1-99,true,J&J Mexico,false,false,false,false,false,false,NULL,NULL,false,false
